frame,time_video_s,time_real_s,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,valid,method,fixed_radius_px,y_top_fixed_px,y_bottom_fixed_px,x_left_fixed_px,x_right_fixed_px,mm_per_px,y_top_fixed_ruler_mm,y_center_ruler_mm,y_top_raw_ruler_mm,y_top_fixed_mm_from_ruler_top,y_center_mm_from_ruler_top,z_top_fixed_mm_rel,z_center_mm_rel,roi_x_px,roi_y_px,roi_w_px,roi_h_px,video_fps,time_scale
5196,176.05468382319745,176.05468382319745,146.8662817551963,315.21751347190144,40.66886986761715,106.19741188757915,274.5486436042843,187.53515162281343,355.8863833395186,0.5621544846949483,True,contour,58.0,257.21751347190144,373.21751347190144,88.8662817551963,204.8662817551963,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5197,176.08856655680466,176.08856655680466,147.9230071436671,315.7126280379484,41.53046533194643,106.39254181172066,274.1821627060019,189.45347247561352,357.24309336989484,0.5745236105937389,True,contour,58.0,257.7126280379484,373.7126280379484,89.92300714366709,205.9230071436671,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5198,176.1224492904119,176.1224492904119,200.0,322.0,54.0,146.0,268.0,254.0,376.0,0.6338306628421588,True,hough,58.0,264.0,380.0,142.0,258.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5199,176.15633202401915,176.15633202401915,200.0,322.0,54.0,146.0,268.0,254.0,376.0,0.6338477728026002,True,hough,58.0,264.0,380.0,142.0,258.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5200,176.1902147576264,176.1902147576264,200.0,322.0,54.0,146.0,268.0,254.0,376.0,0.6338492817167178,True,hough,58.0,264.0,380.0,142.0,258.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5201,176.2240974912336,176.2240974912336,194.0,321.0,55.0,139.0,266.0,249.0,376.0,0.6286133917894776,True,hough,58.0,263.0,379.0,136.0,252.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5202,176.25798022484085,176.25798022484085,200.0,322.0,54.0,146.0,268.0,254.0,376.0,0.6339601400020769,True,hough,58.0,264.0,380.0,142.0,258.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5203,176.2918629584481,176.2918629584481,198.0,308.0,48.0,150.0,260.0,246.0,356.0,0.6434240037995165,True,hough,58.0,250.0,366.0,140.0,256.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5204,176.32574569205534,176.32574569205534,184.0,314.0,63.0,121.0,251.0,247.0,377.0,0.5750795470042573,True,hough,58.0,256.0,372.0,126.0,242.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5205,176.35962842566255,176.35962842566255,200.0,322.0,54.0,146.0,268.0,254.0,376.0,0.6340877651910262,True,hough,58.0,264.0,380.0,142.0,258.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5206,176.3935111592698,176.3935111592698,184.0,314.0,63.0,121.0,251.0,247.0,377.0,0.575024847215404,True,hough,58.0,256.0,372.0,126.0,242.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5207,176.42739389287703,176.42739389287703,138.0,315.0,63.0,75.0,252.0,201.0,378.0,0.5778100135585011,True,hough,58.0,257.0,373.0,80.0,196.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5208,176.46127662648428,176.46127662648428,146.92672596357474,315.02868584190054,40.552832805512324,106.37389315806242,274.47585303638823,187.47955876908708,355.58151864741285,0.5614767466447503,True,contour,58.0,257.02868584190054,373.02868584190054,88.92672596357474,204.92672596357474,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5209,176.4951593600915,176.4951593600915,138.0,315.0,63.0,75.0,252.0,201.0,378.0,0.5776852995357364,True,hough,58.0,257.0,373.0,80.0,196.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5210,176.52904209369873,176.52904209369873,147.7266446851939,314.64307583608104,40.01984155384888,107.70680313134501,274.62323428223215,187.74648623904278,354.66291738992993,0.5623507991168564,True,contour,58.0,256.64307583608104,372.64307583608104,89.72664468519389,205.7266446851939,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5211,176.56292482730598,176.56292482730598,177.0,299.0,62.0,115.0,237.0,239.0,361.0,0.5922934803333761,True,hough,58.0,241.0,357.0,119.0,235.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5212,176.59680756091322,176.59680756091322,138.0,315.0,63.0,75.0,252.0,201.0,378.0,0.5777052785785058,True,hough,58.0,257.0,373.0,80.0,196.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5213,176.63069029452043,176.63069029452043,147.6584342780979,314.6333058920381,40.14543306804261,107.5130012100553,274.4878728239955,187.80386734614052,354.7787389600807,0.5625441233948868,True,contour,58.0,256.6333058920381,372.6333058920381,89.6584342780979,205.6584342780979,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5214,176.66457302812768,176.66457302812768,147.4691401928244,314.8628892049944,40.17806199382062,107.29107819900378,274.6848272111738,187.64720218664502,355.04095119881504,0.5621369148744074,True,contour,58.0,256.8628892049944,372.8628892049944,89.4691401928244,205.4691401928244,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5215,176.69845576173492,176.69845576173492,147.64729277416814,314.9062807639299,40.21267184360422,107.43462093056391,274.6936089203257,187.85996461777236,355.1189526075341,0.5626751575996166,True,contour,58.0,256.9062807639299,372.9062807639299,89.64729277416814,205.64729277416814,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5216,176.73233849534216,176.73233849534216,147.57449330330687,314.88321283236536,40.179256426300185,107.39523687700668,274.7039564060652,187.75374972960705,355.06246925866554,0.5612257554874314,True,contour,58.0,256.88321283236536,372.88321283236536,89.57449330330687,205.57449330330687,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5217,176.7662212289494,176.7662212289494,147.589171341051,315.20515574650915,40.109861926847174,107.47930941420384,275.09529381966195,187.6990332678982,355.31501767335635,0.5634863445792759,True,contour,58.0,257.20515574650915,373.20515574650915,89.58917134105101,205.589171341051,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5218,176.80010396255662,176.80010396255662,146.0,303.0,58.0,88.0,245.0,204.0,361.0,0.6247879091232347,True,hough,58.0,245.0,361.0,88.0,204.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5219,176.83398669616386,176.83398669616386,147.54663006286304,315.12063340494944,40.22116336728012,107.32546669558292,274.89947003766935,187.76779343014317,355.34179677222954,0.5632094617321723,True,contour,58.0,257.12063340494944,373.12063340494944,89.54663006286304,205.54663006286304,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5220,176.8678694297711,176.8678694297711,147.63738414829018,315.03599392777244,40.18036969624184,107.45701445204834,274.8556242315306,187.81775384453204,355.21636362401426,0.5627669223664375,True,contour,58.0,257.03599392777244,373.03599392777244,89.63738414829018,205.63738414829018,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5221,176.90175216337835,176.90175216337835,140.0,317.0,64.0,76.0,253.0,204.0,381.0,0.565872604075881,True,hough,58.0,259.0,375.0,82.0,198.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5222,176.93563489698556,176.93563489698556,146.0,303.0,58.0,88.0,245.0,204.0,361.0,0.6245489797445305,True,hough,58.0,245.0,361.0,88.0,204.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5223,176.9695176305928,176.9695176305928,162.0,298.0,63.0,99.0,235.0,225.0,361.0,0.5851507421489819,True,hough,58.0,240.0,356.0,104.0,220.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5224,177.00340036420005,177.00340036420005,146.0,303.0,58.0,88.0,245.0,204.0,361.0,0.6244929812155366,True,hough,58.0,245.0,361.0,88.0,204.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5225,177.0372830978073,177.0372830978073,146.0,303.0,58.0,88.0,245.0,204.0,361.0,0.6244528233981235,True,hough,58.0,245.0,361.0,88.0,204.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5226,177.0711658314145,177.0711658314145,134.0,319.0,59.0,75.0,260.0,193.0,378.0,0.6048936231314255,True,hough,58.0,261.0,377.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5227,177.10504856502175,177.10504856502175,146.0,303.0,58.0,88.0,245.0,204.0,361.0,0.62454945336393,True,hough,58.0,245.0,361.0,88.0,204.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5228,177.138931298629,177.138931298629,177.0,301.0,63.0,114.0,238.0,240.0,364.0,0.5840592302209953,True,hough,58.0,243.0,359.0,119.0,235.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5229,177.17281403223623,177.17281403223623,147.49329624048528,315.21668405393916,40.40492842115175,107.08836781933353,274.8117556327874,187.89822466163702,355.6216124750909,0.562090417525566,True,contour,58.0,257.21668405393916,373.21668405393916,89.49329624048528,205.49329624048528,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5230,177.20669676584345,177.20669676584345,147.49887987640014,315.2876786404017,40.52097162683837,106.97790824956178,274.7667070135633,188.0198515032385,355.80865026724007,0.561877060876058,True,contour,58.0,257.2876786404017,373.2876786404017,89.49887987640014,205.49887987640014,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5231,177.2405794994507,177.2405794994507,147.69694821815315,314.83000590667456,40.32517184360422,107.37177637454894,274.50483406307035,188.02212006175736,355.15517775027877,0.5592887309744801,True,contour,58.0,256.83000590667456,372.83000590667456,89.69694821815315,205.69694821815315,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5232,177.27446223305793,177.27446223305793,147.73600410888545,314.9057326853937,40.29175642630018,107.44424768258527,274.6139762590935,188.02776053518562,355.19748911169387,0.5594750520727239,True,contour,58.0,256.9057326853937,372.9057326853937,89.73600410888545,205.73600410888545,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5233,177.30834496666517,177.30834496666517,147.71055033130975,315.1564496290124,40.24871216552576,107.46183816578399,274.9077374634866,187.9592624968355,355.4051617945382,0.563644959924888,True,contour,58.0,257.1564496290124,373.1564496290124,89.71055033130975,205.71055033130975,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5234,177.3422277002724,177.3422277002724,138.0,315.0,63.0,75.0,252.0,201.0,378.0,0.5777405169571626,True,hough,58.0,257.0,373.0,80.0,196.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5235,177.37611043387963,177.37611043387963,166.0,298.0,60.0,106.0,238.0,226.0,358.0,0.6097064599363833,True,hough,58.0,240.0,356.0,108.0,224.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5236,177.40999316748687,177.40999316748687,147.40026679221592,314.71143283113616,40.13710308495311,107.2631637072628,274.574329746183,187.53736987716903,354.8485359160893,0.5641317362549754,True,contour,58.0,256.71143283113616,372.71143283113616,89.40026679221592,205.40026679221592,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5237,177.44387590109412,177.44387590109412,147.5843645882913,314.2641202601935,40.13980270541194,107.44456188287936,274.12431755478156,187.72416729370323,354.4039229656055,0.5650007473825217,True,contour,58.0,256.2641202601935,372.2641202601935,89.5843645882913,205.5843645882913,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5238,177.47775863470133,177.47775863470133,150.0,303.0,62.0,88.0,241.0,212.0,365.0,0.5922466839015126,True,hough,58.0,245.0,361.0,92.0,208.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5239,177.51164136830857,177.51164136830857,147.656050955414,313.47951560902726,39.89066735758924,107.76538359782477,273.58884825143804,187.54671831300323,353.3701829666165,0.56521578128567,True,contour,58.0,255.47951560902726,371.47951560902726,89.656050955414,205.656050955414,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5240,177.54552410191582,177.54552410191582,143.0,305.0,55.0,88.0,250.0,198.0,360.0,0.6485122102912373,True,hough,58.0,247.0,363.0,85.0,201.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5241,177.57940683552306,177.57940683552306,147.4196404196404,312.18579618579616,40.19771463599646,107.22192578364393,271.9880815497997,187.61735505563684,352.38351082179264,0.5639745494887515,True,contour,58.0,254.18579618579616,370.18579618579616,89.41964041964039,205.4196404196404,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5242,177.61328956913027,177.61328956913027,134.0,317.0,59.0,75.0,258.0,193.0,376.0,0.6086591941449495,True,hough,58.0,259.0,375.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5243,177.64717230273752,177.64717230273752,152.0,299.0,60.0,92.0,239.0,212.0,359.0,0.609195312524101,True,hough,58.0,241.0,357.0,94.0,210.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5244,177.68105503634476,177.68105503634476,147.86510538641687,310.8314597970336,40.751906130779616,107.11319925563726,270.07955366625396,188.6170115171965,351.5833659278132,0.561350288574212,True,contour,58.0,252.83145979703357,368.8314597970336,89.86510538641687,205.86510538641687,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5245,177.714937769952,177.714937769952,158.0,280.0,48.0,110.0,232.0,206.0,328.0,0.6513649016337644,True,hough,58.0,222.0,338.0,100.0,216.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5246,177.74882050355924,177.74882050355924,146.80352575453506,308.84842403494275,40.894825096711344,105.90870065782372,267.9535989382314,187.6983508512464,349.7432491316541,0.5666391231940544,True,contour,58.0,250.84842403494275,366.84842403494275,88.80352575453506,204.80352575453506,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5247,177.78270323716646,177.78270323716646,147.57274466174803,306.9925049771636,40.52571892353419,107.04702573821385,266.4667860536294,188.09846358528222,347.5182239006978,0.5736361445178795,True,contour,58.0,248.9925049771636,364.9925049771636,89.57274466174803,205.57274466174803,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5248,177.8165859707737,177.8165859707737,146.49967578288894,305.1306785673418,40.874292996303915,105.62538278658502,264.2563855710379,187.37396877919286,346.0049715636457,0.580148397789147,True,contour,58.0,247.13067856734182,363.1306785673418,88.49967578288894,204.49967578288894,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5249,177.85046870438094,177.85046870438094,145.61843955459278,302.41534602667883,40.79931317033131,104.81912638426147,261.61603285634754,186.4177527249241,343.2146591970101,0.5850627769441338,True,contour,58.0,244.41534602667883,360.41534602667883,87.61843955459278,203.61843955459278,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5250,177.8843514379882,177.8843514379882,136.0,310.0,66.0,70.0,244.0,202.0,376.0,0.5875761830836181,True,hough,58.0,252.0,368.0,78.0,194.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5251,177.9182341715954,177.9182341715954,143.5494536172928,291.9757916566962,41.43467713709579,102.11477648019702,250.5411145196004,184.98413075438862,333.41046879379195,0.5564338322238657,True,contour,58.0,233.97579165669617,349.9757916566962,85.54945361729281,201.5494536172928,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5252,177.95211690520264,177.95211690520264,142.56150490730644,286.3283533260632,44.41151768712069,98.14998722018575,241.91683563894253,186.97302259442714,330.7398710131839,0.5671187899729049,True,contour,58.0,228.32835332606322,344.3283533260632,84.56150490730644,200.56150490730644,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5253,177.9859996388099,177.9859996388099,184.0,280.0,64.0,120.0,216.0,248.0,344.0,0.6858872569455094,True,hough,58.0,222.0,338.0,126.0,242.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5254,178.01988237241713,178.01988237241713,139.4853741879764,263.4488753708084,41.37311236903126,98.11226181894513,222.07576300177715,180.85848655700767,304.8219877398397,0.7559712036687826,True,contour,58.0,205.44887537080842,321.4488753708084,81.48537418797639,197.4853741879764,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5255,178.05376510602434,178.05376510602434,167.0,239.0,68.0,99.0,171.0,235.0,307.0,0.7957269162430443,True,hough,58.0,181.0,297.0,109.0,225.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5256,178.0876478396316,178.0876478396316,129.14134217745567,216.90033984359005,38.81005839725226,90.3312837802034,178.09028144633777,167.95140057470792,255.71039824084232,0.7931863846541389,True,contour,58.0,158.90033984359005,274.90033984359,71.14134217745567,187.14134217745567,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5257,178.12153057323883,178.12153057323883,176.0,195.0,64.0,112.0,131.0,240.0,259.0,0.8215851523022049,True,hough,58.0,137.0,253.0,118.0,234.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5258,178.15541330684607,178.15541330684607,128.20625356241348,200.97291208642073,48.503359258388315,79.70289430402516,152.46955282803242,176.7096128208018,249.47627134480905,0.7800374779988508,True,contour,58.0,142.97291208642073,258.9729120864207,70.20625356241348,186.20625356241348,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5259,178.18929604045329,178.18929604045329,128.0730571084073,200.96459497972157,48.94975454731657,79.12330256109074,152.01484043240498,177.0228116557239,249.91434952703815,0.7684917727994567,True,contour,58.0,142.96459497972157,258.9645949797216,70.07305710840731,186.0730571084073,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5260,178.22317877406053,178.22317877406053,159.0,233.0,63.0,96.0,170.0,222.0,296.0,0.8351068122667422,True,hough,58.0,175.0,291.0,101.0,217.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5261,178.25706150766777,178.25706150766777,127.11470823341327,200.6414068745004,49.29151731798754,77.82319091542573,151.34988955651286,176.4062255514008,249.93292419248795,0.7723688670048756,True,contour,58.0,142.6414068745004,258.6414068745004,69.11470823341327,185.11470823341327,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5262,178.290944241275,178.290944241275,127.77135980746088,201.0725577070342,48.86111626671824,78.91024354074264,152.21144144031598,176.63247607417912,249.93367397375243,0.7745608932374165,True,contour,58.0,143.0725577070342,259.0725577070342,69.77135980746088,185.7713598074609,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5263,178.32482697488223,178.32482697488223,127.76049041147908,200.99180839232915,48.848777799429755,78.91171261204933,152.14303059289938,176.60926821090885,249.84058619175892,0.7769181131877572,True,contour,58.0,142.99180839232915,258.9918083923292,69.76049041147908,185.76049041147908,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5264,178.35870970848947,178.35870970848947,159.0,225.0,71.0,88.0,154.0,230.0,296.0,0.7744390360849895,True,hough,58.0,167.0,283.0,101.0,217.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5265,178.3925924420967,178.3925924420967,176.0,195.0,64.0,112.0,131.0,240.0,259.0,0.8219370957715713,True,hough,58.0,137.0,253.0,118.0,234.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5266,178.42647517570396,178.42647517570396,127.887767659365,200.78412229605928,48.749609994951456,79.13815766441354,152.03451230110784,176.63737765431645,249.53373229101072,0.7699529758951965,True,contour,58.0,142.78412229605928,258.7841222960593,69.887767659365,185.887767659365,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5267,178.46035790931117,178.46035790931117,158.0,191.0,72.0,86.0,119.0,230.0,263.0,0.7677879387223074,True,hough,58.0,133.0,249.0,100.0,216.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5268,178.4942406429184,178.4942406429184,127.12348161853431,200.06864559032525,48.988905391751004,78.13457622678331,151.07974019857426,176.11238701028532,249.05755098207624,0.7779482810225331,True,contour,58.0,142.06864559032525,258.0686455903252,69.12348161853431,185.1234816185343,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5269,178.52812337652566,178.52812337652566,160.0,229.0,67.0,93.0,162.0,227.0,296.0,0.8039077781244379,True,hough,58.0,171.0,287.0,102.0,218.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5270,178.5620061101329,178.5620061101329,128.24692259827395,200.50829207585963,48.76792621850747,79.47899637976649,151.74036585735217,177.0148488167814,249.27621829436708,0.7791940885463653,True,contour,58.0,142.50829207585963,258.50829207585963,70.24692259827395,186.24692259827395,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5271,178.59588884374014,178.59588884374014,159.0,226.0,70.0,89.0,156.0,229.0,296.0,0.7817120398977024,True,hough,58.0,168.0,284.0,101.0,217.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5272,178.62977157734736,178.62977157734736,160.0,231.0,66.0,94.0,165.0,226.0,297.0,0.8121755007599318,True,hough,58.0,173.0,289.0,102.0,218.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5273,178.6636543109546,178.6636543109546,160.0,231.0,66.0,94.0,165.0,226.0,297.0,0.8124041609360624,True,hough,58.0,173.0,289.0,102.0,218.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5274,178.69753704456184,178.69753704456184,159.0,191.0,71.0,88.0,120.0,230.0,262.0,0.7753373414009184,True,hough,58.0,133.0,249.0,101.0,217.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5275,178.73141977816908,178.73141977816908,149.0,182.0,68.0,81.0,114.0,217.0,250.0,0.7962047095665095,True,hough,58.0,124.0,240.0,91.0,207.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5276,178.7653025117763,178.7653025117763,129.77180728629256,201.66251289784904,50.1661605649693,79.60564672132325,151.49635233287972,179.93796785126187,251.82867346281836,0.7794451122711092,True,contour,58.0,143.66251289784904,259.66251289784907,71.77180728629256,187.77180728629256,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5277,178.79918524538354,178.79918524538354,174.0,194.0,64.0,110.0,130.0,238.0,258.0,0.8231307592635766,True,hough,58.0,136.0,252.0,116.0,232.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5278,178.83306797899078,178.83306797899078,129.29832979364954,201.0639765069876,50.614833860335395,78.68349593331415,150.4491426466522,179.91316365398495,251.67881036732297,0.7732954788452272,True,contour,58.0,143.0639765069876,259.0639765069876,71.29832979364954,187.29832979364954,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5279,178.86695071259803,178.86695071259803,128.89509039859348,201.058148993676,50.60510181406751,78.28998858452597,150.45304717960852,179.50019221266098,251.6632508077435,0.7720646638735305,True,contour,58.0,143.058148993676,259.058148993676,70.89509039859348,186.89509039859348,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5280,178.90083344620524,178.90083344620524,128.04312335092348,200.97185576077396,48.801417787066285,79.2417055638572,152.1704379737077,176.84454113798978,249.77327354784023,0.7699912979270533,True,contour,58.0,142.97185576077396,258.97185576077396,70.04312335092348,186.04312335092348,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5281,178.93471617981248,178.93471617981248,128.95504210638524,201.63500692889883,50.18955548759007,78.76548661879517,151.44545144130876,179.1445975939753,251.8245624164889,0.7752451487914156,True,contour,58.0,143.63500692889883,259.63500692889886,70.95504210638524,186.95504210638524,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5282,178.96859891341973,178.96859891341973,173.0,193.0,64.0,109.0,129.0,237.0,257.0,0.8237445627091748,True,hough,58.0,135.0,251.0,115.0,231.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5283,179.00248164702697,179.00248164702697,127.74556852572417,201.4075064850843,49.12024726668649,78.62532125903768,152.28725921839782,176.86581579241067,250.52775375177077,0.7758468228067845,True,contour,58.0,143.4075064850843,259.4075064850843,69.74556852572417,185.74556852572417,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5284,179.03636438063418,179.03636438063418,149.0,183.0,68.0,81.0,115.0,217.0,251.0,0.7966810159111775,True,hough,58.0,125.0,241.0,91.0,207.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5285,179.07024711424143,179.07024711424143,174.0,195.0,64.0,110.0,131.0,238.0,259.0,0.8232945266300111,True,hough,58.0,137.0,253.0,116.0,232.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5286,179.10412984784867,179.10412984784867,134.0,214.0,72.0,62.0,142.0,206.0,286.0,0.7721856081404226,True,hough,58.0,156.0,272.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5287,179.1380125814559,179.1380125814559,127.94759699657274,201.4354184653219,50.529563245467486,77.41803375110526,150.9058552198544,178.4771602420402,251.9649817107894,0.779655574171445,True,contour,58.0,143.4354184653219,259.4354184653219,69.94759699657274,185.94759699657274,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5288,179.17189531506313,179.17189531506313,126.85298163281819,201.16028804919492,48.91795538379887,77.93502624901932,152.24233266539605,175.77093701661704,250.0782434329938,0.7820599917840888,True,contour,58.0,143.16028804919492,259.16028804919495,68.85298163281819,184.85298163281817,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5289,179.20577804867037,179.20577804867037,127.18033944331296,200.91684996605565,48.83491865992228,78.34542078339068,152.08193130613336,176.01525810323523,249.75176862597795,0.7797084116993847,True,contour,58.0,142.91684996605565,258.9168499660557,69.18033944331296,185.18033944331296,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5290,179.2396607822776,179.2396607822776,127.23414062073854,201.38561610211096,48.66988018886039,78.56426043187815,152.71573591325057,175.90402080959893,250.05549629097135,0.7818622926413743,True,contour,58.0,143.38561610211096,259.38561610211093,69.23414062073854,185.23414062073854,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5291,179.27354351588485,179.27354351588485,127.95977151520073,201.55729716559733,48.76001797048066,79.19975354472007,152.7972791951167,176.7197894856814,250.31731513607798,0.7843727027195678,True,contour,58.0,143.55729716559733,259.55729716559733,69.95977151520073,185.9597715152007,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5292,179.30742624949207,179.30742624949207,174.0,195.0,64.0,110.0,131.0,238.0,259.0,0.8233994079196467,True,hough,58.0,137.0,253.0,116.0,232.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5293,179.3413089830993,179.3413089830993,149.0,183.0,68.0,81.0,115.0,217.0,251.0,0.7965667213136418,True,hough,58.0,125.0,241.0,91.0,207.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5294,179.37519171670655,179.37519171670655,160.0,230.0,67.0,93.0,163.0,227.0,297.0,0.804200857766584,True,hough,58.0,172.0,288.0,102.0,218.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5295,179.4090744503138,179.4090744503138,149.0,184.0,70.0,79.0,114.0,219.0,254.0,0.7814256962572736,True,hough,58.0,126.0,242.0,91.0,207.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5296,179.442957183921,179.442957183921,130.0,201.0,67.0,63.0,134.0,197.0,268.0,0.8116524094097666,True,hough,58.0,143.0,259.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5297,179.47683991752825,179.47683991752825,127.33496759182317,201.3394548778461,48.482592480364104,78.85237511145907,152.856862397482,175.8175600721873,249.8220473582102,0.7811486137242939,True,contour,58.0,143.3394548778461,259.3394548778461,69.33496759182317,185.33496759182316,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5298,179.5107226511355,179.5107226511355,126.38306473492864,200.87153399533344,48.73330864866906,77.64975608625957,152.13822534666437,175.1163733835977,249.6048426440025,0.7794336227068321,True,contour,58.0,142.87153399533344,258.87153399533344,68.38306473492864,184.38306473492864,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5299,179.54460538474274,179.54460538474274,171.0,197.0,67.0,104.0,130.0,238.0,264.0,0.8003342546341776,True,hough,58.0,139.0,255.0,113.0,229.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5300,179.57848811834998,179.57848811834998,170.0,201.0,68.0,102.0,133.0,238.0,269.0,0.7928653607280425,True,hough,58.0,143.0,259.0,112.0,228.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
5301,179.6123708519572,179.6123708519572,160.0,237.0,71.0,89.0,166.0,231.0,308.0,0.7712587289909256,True,hough,58.0,179.0,295.0,102.0,218.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
