frame,rank,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,method,area,circularity,fill_ratio,brightness,motion,template_score
29,1,338.0,337.0,64.0,274.0,273.0,402.0,401.0,0.584493560044046,hough,12867.963509103793,1.0,0.78,163.52851474363962,17.98801836147203,0.0
29,2,152.0,327.0,72.0,80.0,255.0,224.0,399.0,0.5081023406052206,hough,16286.016316209487,1.0,0.78,156.24081029493257,15.442706729881163,0.0
29,3,317.0,125.0,80.0,237.0,45.0,397.0,205.0,0.45281745282935687,hough,20106.192982974677,1.0,0.78,153.1073651710572,17.439669339176337,0.0
29,4,167.0,182.0,84.0,83.0,98.0,251.0,266.0,0.2853339403865431,hough,22167.077763729583,1.0,0.78,40.60561153029413,10.149821533456828,0.0
30,0,190.0,302.0,58.0,132.0,244.0,248.0,360.0,0.604374743525462,hough,10568.317686676064,1.0,0.78,157.4326039594582,12.943070948186037,0.0
30,1,332.0,331.0,71.0,261.0,260.0,403.0,402.0,0.5358660141360594,hough,15836.768566746148,1.0,0.78,162.076329602226,19.33067729083665,0.0
30,2,317.0,125.0,80.0,237.0,45.0,397.0,205.0,0.45279375957136553,hough,20106.192982974677,1.0,0.78,153.1220556745182,17.42951048254569,0.0
30,3,194.0,379.0,78.0,116.0,301.0,272.0,457.0,0.441775601587449,hough,19113.4497044403,1.0,0.78,125.04961013135171,17.85043696687425,0.0
31,0,209.0,322.0,58.0,151.0,264.0,267.0,380.0,0.6177694221793428,hough,10568.317686676064,1.0,0.78,145.10713270815572,19.737330681064698,0.0
31,1,332.0,331.0,71.0,261.0,260.0,403.0,402.0,0.5358327237061205,hough,15836.768566746148,1.0,0.78,162.06317586795674,19.325238727629163,0.0
31,2,317.0,125.0,80.0,237.0,45.0,397.0,205.0,0.45281098148926463,hough,20106.192982974677,1.0,0.78,153.12628853144764,17.43299636472287,0.0
31,3,136.0,347.0,84.0,52.0,263.0,220.0,431.0,0.39319243267425474,hough,22167.077763729583,1.0,0.78,134.60407536258074,14.337324357294536,0.0
32,0,213.0,323.0,56.0,157.0,267.0,269.0,379.0,0.6326992566073526,hough,9852.03456165759,1.0,0.78,143.3058405281869,20.209446419502285,0.0
32,1,338.0,337.0,64.0,274.0,273.0,402.0,401.0,0.5842196177432479,hough,12867.963509103793,1.0,0.78,163.4728857076169,17.929510620088696,0.0
32,2,314.0,141.0,75.0,239.0,66.0,389.0,216.0,0.4951761558377507,hough,17671.458676442588,1.0,0.78,165.10557599773563,15.648287574299463,0.0
32,3,423.0,247.0,83.0,340.0,164.0,506.0,330.0,0.4066842578107659,hough,21642.431790580085,1.0,0.78,163.35452401867863,8.428637477460816,0.0
33,0,213.0,323.0,56.0,157.0,267.0,269.0,379.0,0.6326047127461311,hough,9852.03456165759,1.0,0.78,143.25292026409346,20.198070086338245,0.0
33,1,326.0,328.0,74.0,252.0,254.0,400.0,402.0,0.5148616548272966,hough,17203.36137105771,1.0,0.78,159.58669225847729,20.350549642296283,0.0
33,2,326.0,179.0,83.0,243.0,96.0,409.0,262.0,0.4316217452889972,hough,21642.431790580085,1.0,0.78,175.85713625225392,11.80997734523094,0.0
33,3,143.0,298.0,84.0,59.0,214.0,227.0,382.0,0.39002537687167793,hough,22167.077763729583,1.0,0.78,122.94962273528215,16.539691862829258,0.0
34,0,203.0,319.0,62.0,141.0,257.0,265.0,381.0,0.5866854701530997,hough,12076.282160399165,1.0,0.78,146.36414890970897,19.079844125694386,0.0
34,1,143.0,329.0,66.0,77.0,263.0,209.0,395.0,0.5566810813875607,hough,13684.77759903714,1.0,0.78,157.33994002779198,16.16938491918379,0.0
34,2,314.0,141.0,75.0,239.0,66.0,389.0,216.0,0.49514479189109645,hough,17671.458676442588,1.0,0.78,165.03136144919333,15.6593263515426,0.0
34,3,342.0,319.0,83.0,259.0,236.0,425.0,402.0,0.44860847969333273,hough,21642.431790580085,1.0,0.78,163.77483933607655,19.498543621988997,0.0
34,4,422.0,248.0,84.0,338.0,164.0,506.0,332.0,0.400059234132108,hough,22167.077763729583,1.0,0.78,164.02783174445398,8.475986084127772,0.0
35,0,212.0,321.0,55.0,157.0,266.0,267.0,376.0,0.6382863409522597,hough,9503.317777109125,1.0,0.78,146.207344096233,18.950722802574656,0.0
35,1,312.0,311.0,62.0,250.0,249.0,374.0,373.0,0.61986436184907,hough,12076.282160399165,1.0,0.78,168.39101235386784,22.16889146836912,0.0
35,2,136.0,319.0,63.0,73.0,256.0,199.0,382.0,0.5819907921093819,hough,12468.981242097889,1.0,0.78,159.53135790572554,16.375572151288846,0.0
35,3,326.0,179.0,83.0,243.0,96.0,409.0,262.0,0.4317661161817438,hough,21642.431790580085,1.0,0.78,175.84275740903416,11.852235424661334,0.0
35,4,167.0,182.0,84.0,83.0,98.0,251.0,266.0,0.28516284461348484,hough,22167.077763729583,1.0,0.78,40.62603352460127,10.09885691049564,0.0
36,0,212.0,321.0,55.0,157.0,266.0,267.0,376.0,0.638265265676101,hough,9503.317777109125,1.0,0.78,146.20723857760896,18.945130315500688,0.0
36,1,144.0,307.0,59.0,85.0,248.0,203.0,366.0,0.6075015152298942,hough,10935.88402714607,1.0,0.78,171.3742325666636,12.122056263172363,0.0
36,2,323.0,332.0,79.0,244.0,253.0,402.0,411.0,0.4736118142009022,hough,19606.6797510539,1.0,0.78,152.0917403075037,21.26030546048935,0.0
36,3,317.0,124.0,80.0,237.0,44.0,397.0,204.0,0.45202114234759233,hough,20106.192982974677,1.0,0.78,152.31741447139086,17.43384293610876,0.0
37,0,192.0,301.0,55.0,137.0,246.0,247.0,356.0,0.6243665232098203,hough,9503.317777109125,1.0,0.78,157.55070169884985,12.273187717632162,0.0
37,1,314.0,141.0,75.0,239.0,66.0,389.0,216.0,0.4951749778686859,hough,17671.458676442588,1.0,0.78,165.07687517690348,15.655476931786017,0.0
